properties{
  x = 0,
  y = 0,
  width = 320,
  height = 480,
  min_layer = 0,
  max_layer = 2,
  tileset = "sideview/sideview",
  music = "same",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 320,
  height = 480,
  pattern = "108",
}

tile{
  layer = 0,
  x = 0,
  y = 416,
  width = 32,
  height = 16,
  pattern = "129",
}

tile{
  layer = 0,
  x = 16,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 32,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 48,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 64,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 80,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 96,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 112,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 128,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 144,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 160,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 176,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 192,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 208,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 224,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 240,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 256,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 272,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 288,
  y = 416,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 16,
  y = 432,
  width = 32,
  height = 16,
  pattern = "129",
}

tile{
  layer = 0,
  x = 32,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 48,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 64,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 80,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 96,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 112,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 128,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 144,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 160,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 176,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 192,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 208,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 224,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 240,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 256,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 272,
  y = 432,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 16,
  y = 448,
  width = 32,
  height = 16,
  pattern = "129",
}

tile{
  layer = 0,
  x = 32,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 48,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 64,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 80,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 96,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 112,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 128,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 144,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 160,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 176,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 192,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 208,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 224,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 240,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 256,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 272,
  y = 448,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 16,
  y = 464,
  width = 32,
  height = 16,
  pattern = "129",
}

tile{
  layer = 0,
  x = 32,
  y = 464,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 48,
  y = 464,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 64,
  y = 464,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 80,
  y = 464,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
