properties{
  x = 0,
  y = 0,
  width = 960,
  height = 816,
  min_layer = -1,
  max_layer = 2,
  world = "outside_world",
  tileset = "out/outside_main",
  music = "same",
}

tile{
  layer = 0,
  x = 0,
  y = 48,
  width = 960,
  height = 32,
  pattern = "234",
  tileset = "addition/out",
}

tile{
  layer = 0,
  x = 0,
  y = 80,
  width = 960,
  height = 16,
  pattern = "232",
  tileset = "addition/out",
}

tile{
  layer = 0,
  x = 0,
  y = 96,
  width = 960,
  height = 216,
  pattern = "233",
  tileset = "addition/out",
}

tile{
  layer = 0,
  x = 176,
  y = 48,
  width = 64,
  height = 32,
  pattern = "239",
  tileset = "addition/out",
}

tile{
  layer = 0,
  x = 120,
  y = 64,
  width = 32,
  height = 16,
  pattern = "236",
  tileset = "addition/out",
}

tile{
  layer = 0,
  x = 296,
  y = 56,
  width = 32,
  height = 16,
  pattern = "238",
  tileset = "addition/out",
}

tile{
  layer = 0,
  x = 664,
  y = 48,
  width = 64,
  height = 32,
  pattern = "239",
  tileset = "addition/out",
}

tile{
  layer = 0,
  x = 256,
  y = 56,
  width = 32,
  height = 16,
  pattern = "236",
  tileset = "addition/out",
}

tile{
  layer = 0,
  x = 712,
  y = 48,
  width = 32,
  height = 16,
  pattern = "238",
  tileset = "addition/out",
}

tile{
  layer = 0,
  x = 936,
  y = 48,
  width = 16,
  height = 16,
  pattern = "237",
  tileset = "addition/out",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 960,
  height = 48,
  pattern = "235",
  tileset = "addition/out",
}

tile{
  layer = 1,
  x = 160,
  y = 352,
  width = 176,
  height = 64,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 224,
  y = 368,
  width = 24,
  height = 16,
  pattern = "14667",
}

tile{
  layer = 1,
  x = 216,
  y = 368,
  width = 8,
  height = 32,
  pattern = "14667",
}

tile{
  layer = 1,
  x = 264,
  y = 408,
  width = 48,
  height = 16,
  pattern = "1682",
}

tile{
  layer = 1,
  x = 112,
  y = 400,
  width = 48,
  height = 16,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 112,
  y = 408,
  width = 120,
  height = 8,
  pattern = "1682",
}

tile{
  layer = 1,
  x = 936,
  y = 264,
  width = 24,
  height = 32,
  pattern = "1682",
}

tile{
  layer = 1,
  x = 936,
  y = 264,
  width = 8,
  height = 32,
  pattern = "1756",
}

tile{
  layer = 1,
  x = 944,
  y = 384,
  width = 16,
  height = 16,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 944,
  y = 392,
  width = 16,
  height = 8,
  pattern = "1682",
}

tile{
  layer = 1,
  x = 936,
  y = 384,
  width = 8,
  height = 16,
  pattern = "1682",
}

tile{
  layer = 1,
  x = 928,
  y = 368,
  width = 32,
  height = 16,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 592,
  y = 432,
  width = 40,
  height = 272,
  pattern = "1643",
}

tile{
  layer = 1,
  x = 600,
  y = 680,
  width = 8,
  height = 8,
  pattern = "14667",
}

tile{
  layer = 1,
  x = 608,
  y = 688,
  width = 8,
  height = 8,
  pattern = "14667",
}

tile{
  layer = 1,
  x = 616,
  y = 696,
  width = 8,
  height = 8,
  pattern = "14667",
}

tile{
  layer = 1,
  x = 592,
  y = 672,
  width = 8,
  height = 8,
  pattern = "14667",
}

tile{
  layer = 1,
  x = 0,
  y = 440,
  width = 472,
  height = 392,
  pattern = "14667",
}

tile{
  layer = 1,
  x = 232,
  y = 520,
  width = 16,
  height = 16,
  pattern = "67",
}

tile{
  layer = 1,
  x = 64,
  y = 496,
  width = 144,
  height = 48,
  pattern = "907",
}

tile{
  layer = 1,
  x = 112,
  y = 488,
  width = 96,
  height = 8,
  pattern = "129",
}

tile{
  layer = 1,
  x = 336,
  y = 416,
  width = 16,
  height = 8,
  pattern = "1682",
}

tile{
  layer = 1,
  x = 720,
  y = 304,
  width = 16,
  height = 16,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 656,
  y = 136,
  width = 96,
  height = 80,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 928,
  y = 112,
  width = 16,
  height = 16,
  pattern = "1730",
}

tile{
  layer = 1,
  x = 912,
  y = 152,
  width = 32,
  height = 48,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 0,
  y = 520,
  width = 16,
  height = 128,
  pattern = "112",
}

tile{
  layer = 1,
  x = 0,
  y = 424,
  width = 16,
  height = 96,
  pattern = "1815",
}

tile{
  layer = 1,
  x = 304,
  y = 296,
  width = 80,
  height = 16,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 296,
  y = 296,
  width = 16,
  height = 8,
  pattern = "1682",
}

tile{
  layer = 1,
  x = 208,
  y = 496,
  width = 88,
  height = 16,
  pattern = "14667",
}

tile{
  layer = 1,
  x = 288,
  y = 488,
  width = 56,
  height = 8,
  pattern = "1682",
}

tile{
  layer = 1,
  x = 64,
  y = 488,
  width = 64,
  height = 8,
  pattern = "123",
}

tile{
  layer = 1,
  x = 208,
  y = 496,
  width = 8,
  height = 48,
  pattern = "121",
}

tile{
  layer = 1,
  x = 384,
  y = 216,
  width = 144,
  height = 56,
  pattern = "14667",
}

tile{
  layer = 1,
  x = 400,
  y = 208,
  width = 96,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 1,
  x = 336,
  y = 672,
  width = 96,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 1,
  x = 368,
  y = 696,
  width = 32,
  height = 16,
  pattern = "14667",
}

tile{
  layer = 1,
  x = 936,
  y = 224,
  width = 24,
  height = 24,
  pattern = "1341",
}

tile{
  layer = 1,
  x = 944,
  y = 128,
  width = 16,
  height = 80,
  pattern = "1813",
}

tile{
  layer = 1,
  x = 768,
  y = 256,
  width = 160,
  height = 96,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 912,
  y = 264,
  width = 8,
  height = 32,
  pattern = "1682",
}

tile{
  layer = 1,
  x = 928,
  y = 320,
  width = 32,
  height = 32,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 368,
  y = 352,
  width = 592,
  height = 16,
  pattern = "1680",
}

tile{
  layer = 1,
  x = 32,
  y = 368,
  width = 128,
