properties{
  x = 2880,
  y = 1536,
  width = 960,
  height = 768,
  min_layer = 0,
  max_layer = 2,
  world = "outside_world",
  tileset = "out/outside",
}

tile{
  layer = 0,
  x = 656,
  y = 64,
  width = 16,
  height = 32,
  pattern = "1047",
}

tile{
  layer = 0,
  x = 688,
  y = 48,
  width = 64,
  height = 16,
  pattern = "957",
}

tile{
  layer = 0,
  x = 760,
  y = 64,
  width = 8,
  height = 16,
  pattern = "972",
}

tile{
  layer = 0,
  x = 752,
  y = 64,
  width = 8,
  height = 16,
  pattern = "1011",
}

tile{
  layer = 0,
  x = 448,
  y = 96,
  width = 16,
  height = 16,
  pattern = "1070",
}

tile{
  layer = 0,
  x = 624,
  y = 136,
  width = 16,
  height = 16,
  pattern = "1070",
}

tile{
  layer = 0,
  x = 632,
  y = 136,
  width = 8,
  height = 8,
  pattern = "112",
}

tile{
  layer = 0,
  x = 16,
  y = 24,
  width = 144,
  height = 144,
  pattern = "7820",
}

tile{
  layer = 0,
  x = 144,
  y = 32,
  width = 8,
  height = 56,
  pattern = "129",
}

tile{
  layer = 0,
  x = 16,
  y = 192,
  width = 32,
  height = 32,
  pattern = "1058",
}

tile{
  layer = 0,
  x = 280,
  y = 224,
  width = 80,
  height = 56,
  pattern = "14667",
}

tile{
  layer = 0,
  x = 712,
  y = 56,
  width = 32,
  height = 8,
  pattern = "129",
}

tile{
  layer = 0,
  x = 768,
  y = 0,
  width = 88,
  height = 32,
  pattern = "112",
}

tile{
  layer = 0,
  x = 792,
  y = 128,
  width = 64,
  height = 128,
  pattern = "112",
}

tile{
  layer = 0,
  x = 632,
  y = 168,
  width = 160,
  height = 8,
  pattern = "1072",
}

tile{
  layer = 0,
  x = 616,
  y = 192,
  width = 8,
  height = 8,
  pattern = "14794",
}

tile{
  layer = 0,
  x = 16,
  y = 768,
  width = 496,
  height = 16,
  pattern = "907",
}

tile{
  layer = 0,
  x = 16,
  y = 784,
  width = 448,
  height = 16,
  pattern = "958",
}

